state,year,population,firearm_homicide_rate,firearm_suicide_rate,permit_rate,background_check_total,civ_non_institution_pop_rate,labor_force_population_percentage,police_rate,state_imprisonment_rate,alc_per_capita,poverty_rate,cocaine_death_rate,gender_ratio,ages_5_9_pop_percent,ages_10_14_pop_percent,ages_15_19_pop_percent,ages_20_24_pop_percent,ages_25_29_pop_percent,ages_30_34_pop_percent,ages_35_45_pop_percent,ages_45_54_pop_percent,ages_55_59_pop_percent,ages_60_64_pop_percent,ages_65_74_pop_percent,ages_75_84_pop_percent,ages_85_plus_pop_percent,white_nonhispanic_pop_percent,black_nonhispanic_pop_percent,indigenious_nonhispanic_pop_percent,asian_pacific_nonhispanic_pop_perent,white_hispanic_pop_percent,black_hispanic_pop_percent,indigenious_hispanic_pop_percent,asian_pacific_hispanic_pop_percent,black_urban_youth_pop_percent,hispanic_urban_youth_pop_percent,military_veteran_pop_percent,foreign_born_pop_percent,urban_household_pop_percent,single_parent_pop_percent,biracial_nonhispanic_pop_percent,biracial_hispanic_pop_percent,bachelor_degree_pop_percent,high_school_degree_pop_percent,no_highschool_degree_pop_percent,some_college_pop_percent,cpi,income,income_2000,poc_type,denied_adjudicated_mh,denied_alien,denied_crime,denied_dishonorable_discharge,denied_dv_misdemeanor,denied_dv_restraining,denied_fed_denied_person_file,denied_fugitive,denied_renounced_citizen,denied_state_prohibitor,denied_substance_use,denied_under_indictment,reported_adjudicated_mh,denied_total
New Mexico,2000,1819046,12.84,17.37,0,46.19674269,7.37774086,0.63,2.312201011,1.75,2.38,17.5,4.78272677,96.71811498,0.077607163,0.08098146,0.080124967,0.066678358,0.0634327,0.065256184,0.155031264,0.13513622,0.047904231,0.039367888,0.064728984,0.039127103,0.01281221,0.451547182,0.017169163,0.089310875,1.092073356,0.402213393,0.003959281,0.009022456,0.001887283,0.003444383,0.116673023,0.105203733,0.065211125,0.590190715,0.198971392,0.010272032,0.003697602,0.196823856,0.30677346,0.240771568,0.255631116,1.722,23437.86295,23178,Non-POC,11,10,822,1,191,14,8,75,0,1,21,0,NA,1154
New York,2000,18976457,7.83,4.24,2.837410587,8.640917533,7.665989494,0.628,3.569528284,1.51,1.88,13.9,1.807502844,93.05267675,0.071238641,0.070215056,0.067849546,0.065571197,0.068754931,0.076547429,0.1620059,0.134531752,0.04911391,0.039837732,0.067243638,0.045362419,0.016414444,0.626100528,0.152440483,0.00302276,5.760301957,0.12015007,0.023874658,0.002325601,0.001498549,0.073537587,0.062102926,0.0613566,0.216917877,0.905431439,0.190087016,0.009719858,0.003264474,0.249198449,0.29698154,0.229808064,0.224011946,1.722,35328.10685,36044,Non-POC,4,3,1331,2,226,146,0,12,0,0,68,0,NA,1792
North Carolina,2000,8049313,13.28,12.62,12.85240119,36.13774244,7.596767575,0.677,2.573014616,1.22,1.98,12.5,1.043567321,96.02800892,0.069888325,0.068498641,0.067077898,0.071746247,0.074729607,0.07601804,0.15990433,0.134812747,0.049719398,0.040190386,0.066313361,0.040973683,0.013101863,0.703281713,0.214861628,0.011949896,1.476881556,0.0422301,0.002956,0.000769666,0.000492273,0.062866891,0.013674929,0.094526509,0.048871091,0.715794148,0.1649767,0.008049617,0.000640291,0.200081152,0.323976114,0.247262137,0.228680597,1.722,27875.7259,27453,Partial-Permit,23,18,3396,2,217,14,32,85,0,5,126,0,NA,3918
North Dakota,2000,642200,17.17,7.31,3.582995951,50.38617253,7.552569293,0.706,1.74556213,0.95,2.4,10.4,NA,99.64344777,0.066929306,0.07390844,0.083491124,0.07864061,0.060404858,0.059319527,0.152606665,0.133028652,0.045042043,0.038161009,0.071474618,0.052710993,0.022930551,0.918927125,0.006113008,0.047982287,0.595263119,0.010257895,0.00035968,0.000971604,0.000135464,0.001001548,0.000888511,0.100313384,0.019986203,0.434556324,0.137684047,0.008897027,0.000403278,0.200228868,0.291517006,0.19739276,0.310861366,1.722,25869.9187,26175,Non-POC,0,1,175,0,128,1,0,3,0,2,18,0,NA,328
Ohio,2000,11353140,5.22,6.85,0.000264244,24.14882579,7.595352475,0.671,2.1116625,2.09,1.91,10,0.960086813,94.37435327,0.071904865,0.072914718,0.071950844,0.064204969,0.064791062,0.069083267,0.159014687,0.137969231,0.048724318,0.040141494,0.06960647,0.047626384,0.015572432,0.842203296,0.114498505,0.001969465,1.202377874,0.016508099,0.001591603,0.000282736,0.000198444,0.056158771,0.005299613,0.100367691,0.032338791,0.836354568,0.190807861,0.01018291,0.000541163,0.209465453,0.372273347,0.19106435,0.227196851,1.722,28631.24274,28684,Non-POC,15,11,2135,3,993,235,0,50,1,9,864,0,NA,4316
Oklahoma,2000,3450654,8.1,14.85,0.0008694,45.49514382,7.476765274,0.644,2.048597164,2.17,1.69,14.9,NA,96.64801699,0.070863378,0.073038039,0.078064332,0.071628451,0.066371766,0.064515596,0.151716747,0.1315,0.050193094,0.041479094,0.070276243,0.045288806,0.016569323,0.742723487,0.075110761,0.077336267,1.423176275,0.045976309,0.001471692,0.00252141,0.000457621,0.032831933,0.009550579,0.112896585,0.036321748,0.625846524,0.145107951,0.038635239,0.001535451,0.192372228,0.353371533,0.196779489,0.25747675,1.722,24800.81301,24133,Non-POC,27,7,1687,0,248,77,1,146,1,7,114,0,NA,2315
Oregon,2000,3421399,3.25,15.13,0.026889585,39.55574898,7.723571557,0.688,1.661601,1.2,2.28,10.9,0.730695251,98.3592216,0.068531615,0.070759944,0.071440659,0.067342628,0.068349234,0.069224607,0.153906048,0.1482303,0.05056645,0.038399497,0.064108863,0.047174854,0.016785824,0.839424186,0.015912792,0.011833031,3.212545053,0.074618503,0.00117813,0.002086789,0.000794675,0.008515158,0.033700149,0.097945112,0.089606574,0.719541324,0.18849683,0.020237181,0.001789261,0.231339284,0.278860122,0.174110437,0.315690157,1.722,28878.04878,28508,POC,8,11,1105,1,285,86,0,23,0,3,12,0,NA,1534
Pennsylvania,2000,12281054,8.63,8.66,0.360229668,39.18995878,7.724330501,0.644,2.105845313,0.97,1.96,8.6,1.009685325,93.35812972,0.067416445,0.070339972,0.069292587,0.060750975,0.059661084,0.067403417,0.158624496,0.138834338,0.050481742,0.041662222,0.078924171,0.058002025,0.019344187,0.842459636,0.098659848,0.001244651,1.836823568,0.026765581,0.003853004,0.000365375,0.00034803,0.044729533,0.012677235,0.103367754,0.038111777,0.849183926,0.15713637,0.007179077,0.000756562,0.212206814,0.392061693,0.197599304,0.19813219,1.722,30493.03136,30479,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
Rhode Island,2000,1048319,6.06,4.56,0,8.980090984,7.751714888,0.669,2.345660052,3.52,2.31,10.2,2.289379473,92.46258189,0.068590763,0.068080422,0.071967598,0.068503003,0.06174838,0.07210973,0.162460091,0.135324267,0.047678235,0.037209094,0.070287765,0.055155921,0.019933818,0.829324623,0.044694107,0.004293786,2.408183474,0.069563915,0.012477832,0.001344133,0.001173374,0.025470061,0.028266955,0.096370311,0.085494793,0.891977658,0.164010171,0.010965801,0.002080593,0.23331839,0.309225074,0.223135064,0.234321472,1.722,30214.28571,30424,Non-POC,2,1,63,0,12,2,0,1,0,0,1,0,NA,82
South Carolina,2000,4012012,10.19,11.76,1.842467071,32.05822914,7.54575759,0.659,2.691417673,2.11,2.43,11.1,0.922230542,94.46782914,0.071097245,0.072402326,0.07362316,0.070217636,0.069006523,0.070781443,0.155813093,0.137168333,0.051535738,0.041412887,0.067309868,0.041130485,0.012529624,0.662479253,0.294197466,0.003228795,0.939924821,0.020192805,0.002416237,0.00035917,0.000330008,0.055010095,0.003595724,0.10731575,0.019158542,0.693486263,0.190603917,0.006994476,0.00040254,0.164432695,0.367050274,0.22232377,0.246193261,1.722,25142.85714,25138,Non-POC,21,4,2587,5,667,24,6,41,1,15,160,0,NA,3531
South Dakota,2000,754844,17.17,10.26,0,48.64978724,7.439470937,0.728,1.604304995,1.86,2.3,10.7,NA,98.49379294,0.072181802,0.078775217,0.082749548,0.069950877,0.059726248,0.060845685,0.152860724,0.129406871,0.044527081,0.038071443,0.070384079,0.051555023,0.021310363,0.8814532,0.00631377,0.080894685,0.608591285,0.011500176,0.000257002,0.001881149,0.000177517,0.010825812,0.003777296,0.103927096,0.017453901,0.376828712,0.142606804,0.010804681,0.000631907,0.215023054,0.34754074,0.159819262,0.277616945,1.722,27267.13124,26890,Non-POC,1,1,303,0,211,3,0,5,0,0,35,0,NA,559
Tennessee,2000,5689283,13.91,15.03,0.000527307,41.24825571,7.660717528,0.652,2.700164502,2.42,1.85,13.5,0.931576088,94.90239511,0.069571684,0.069456028,0.069461125,0.067907503,0.070980649,0.072429514,0.158636334,0.138315496,0.051665913,0.042063121,0.067293541,0.042007754,0.014319028,0.793648991,0.163685025,0.002467911,1.040579306,0.019543444,0.001222794,0.000329559,0.000275247,0.076426147,0.003931665,0.099664497,0.019830469,0.671446717,0.164013783,0.008027698,0.000393537,0.192949248,0.323063699,0.240418541,0.243568511,1.722,27502.9036,27276,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
Texas,2000,20851820,9.32,8.43,3.72979433,31.79434697,7.289798684,0.682,2.256014103,4.03,2.25,15.5,1.146182923,98.60870271,0.079330437,0.0782278,0.078469505,0.073825882,0.076325328,0.075320092,0.159326044,0.125223458,0.042994856,0.033650252,0.05479656,0.033185784,0.011410994,0.526891288,0.114067565,0.003376572,2.775661708,0.310104615,0.003634977,0.003267129,0.001360413,0.045894338,0.123952298,0.080932446,0.133118618,0.826688428,0.167381102,0.008037254,0.001503571,0.204527592,0.275227426,0.263407328,0.256837654,1.722,28365.27294,28151,Non-POC,53,184,6910,6,885,143,0,307,6,69,486,0,NA,9049
Utah,2000,2233169,0.11,12.81,0,30.19028117,7.088845493,0.721,2.128365565,1.46,1.29,7.6,2.910661934,100.4393507,0.086439047,0.08610544,0.096848022,0.100821747,0.079919612,0.066537732,0.134130467,0.106445146,0.035847265,0.027966983,0.0454726,0.029967727,0.00973997,0.855513856,0.007423485,0.012041557,2.36259187,0.084944673,0.00125292,0.001908934,0.000827518,0.00300761,0.02913372,0.064939211,0.060038555,0.808506513,0.111942342,0.011139257,0.00132188,0.207984332,0.285781787,0.178822917,0.327410964,1.722,24781.06852,24531,POC,0,0,74,0,0,0,0,0,0,0,0,0,NA,74
Vermont,2000,608827,17.17,12.64,0,33.3428051,7.784066738,0.699,1.612937665,1.78,2.43,10,NA,96.09083264,0.067508504,0.074564696,0.075177349,0.062172013,0.056144028,0.066332472,0.167352959,0.154119315,0.053550516,0.039940739,0.066821938,0.04406999,0.016418457,0.963475969,0.004973604,0.003887528,0.890220879,0.007934435,0.00034669,0.000190597,0.000147877,0,0.002087493,0.087457604,0.041521003,0.249121705,0.214380611,0.00971389,0.000427201,0.24964879,0.372081625,0.154272175,0.223997411,1.722,28555.74913,28915,Non-POC,0,0,39,0,0,0,0,0,0,0,0,0,NA,39
Virginia,2000,7078515,9.75,10.46,0,26.63100947,7.493872655,0.68,2.359816996,1.38,1.97,8.3,1.045417012,96.26223129,0.069941789,0.070064837,0.068385106,0.067891924,0.070236766,0.076257944,0.169624561,0.141167462,0.050638022,0.038591286,0.06109417,0.038512456,0.012328292,0.704644277,0.195679029,0.002677899,3.788965112,0.040838349,0.003612063,0.000535382,0.000576065,0.076072123,0.014766178,0.098457148,0.085663614,0.787047626,0.13283384,0.012553084,0.0009942,0.274984041,0.316396973,0.185437363,0.223181622,1.722,32465.15679,32654,POC,10,8,470,0,0,4,0,7,0,0,0,0,NA,499
Washington,2000,5894121,3.57,9.88,3.410856343,22.77778145,7.576519043,0.685,1.634679709,1.22,2.18,10.8,2.56187479,99.13790977,0.072259969,0.073774529,0.0726093,0.066199014,0.068483833,0.074222772,0.165433828,0.143528102,0.048438945,0.035811107,0.05720378,0.040870725,0.01426591,0.793986578,0.032112314,0.01465132,5.91809247,0.068185585,0.001679085,0.001794621,0.001184877,0.014464113,0.019270703,0.104805648,0.08707815,0.77920059,0.163046298,0.025163883,0.002060811,0.238846555,0.289522481,0.149237316,0.322393648,1.722,32882.11382,32858,Partial-Purchase,5,5,1636,0,333,70,0,41,0,3,43,0,NA,2136
West Virginia,2000,1808344,7.58,17.24,0,70.92566459,7.908727543,0.566,1.750220091,0.88,1.7,14.7,NA,94.61832295,0.061465075,0.064247732,0.069443646,0.066419332,0.062807187,0.063879992,0.150551554,0.149565569,0.05469977,0.047502024,0.082098871,0.053448348,0.017573537,0.946764532,0.031663655,0.001934528,0.546512457,0.006140937,0.000296429,9.29E-05,9.57E-05,0.011830331,0,0.107815664,0.010977387,0.518545781,0.192709359,0.007384721,0.000161487,0.132542013,0.394672912,0.264064269,0.208720806,1.722,22109.7561,22386,Non-POC,8,0,913,1,193,20,0,28,0,11,44,0,NA,1218
Wisconsin,2000,5363675,4.77,7.61,0.001305075,33.65080845,7.618606646,0.728,2.367965993,1.56,2.76,9.3,0.969484542,97.58463574,0.070750745,0.075148849,0.075917165,0.066613283,0.062254518,0.069402975,0.163231739,0.136530644,0.04712105,0.038219877,0.066243201,0.046912052,0.017828261,0.874125729,0.056259074,0.008244035,1.70223968,0.032826431,0.001375156,0.000765508,0.000294197,0.031090372,0.010055321,0.089369127,0.040885853,0.681979121,0.140601419,0.008381066,0.000706408,0.206026653,0.335530657,0.201775021,0.256667669,1.722,29382.11382,29573,Partial-Purchase,7,6,651,0,473,4,0,16,0,2,56,0,NA,1215
Wyoming,2000,493782,17.17,0.63,5.490277086,69.45372654,7.550254971,0.716,2.468700763,1.35,2.5,10.8,NA,101.215969,0.069113495,0.077718507,0.084861336,0.067752571,0.060925672,0.060289763,0.159513713,0.150023695,0.050497993,0.039805015,0.06347538,0.039724008,0.013639622,0.891384122,0.007160997,0.020863289,0.608765741,0.059280741,0.000822219,0.002247937,0.000459713,0.00623825,0.007275929,0.108574681,0.017894445,0.333383161,0.147493158,0.010366839,0.001326486,0.172542817,0.31464451,0.173608023,0.339204649,1.722,28958.76887,29363,Non-POC,2,2,238,0,197,6,0,15,0,3,12,0,NA,475
Alabama,2001,4467634,14.76,14.75,0,51.52324474,7.593086184,0.624,2.291369436,1.71,1.86,15.9,0.492430669,93.44627572,0.068834197,0.072435432,0.07204395,0.071344475,0.064186771,0.067638934,0.15175885,0.139549256,0.051750434,0.04338359,0.071237259,0.044460446,0.014982427,0.700245141,0.25958908,0.004987651,0.771124045,0.016328106,0.001713211,0.000403122,0.000331943,0.086270255,0.00403754,0.088675671,0.016764026,0.689372617,0.20562004,0.00827955,0.000410956,0.174522688,0.332804501,0.248035109,0.244637702,1.771,25569.16996,24443.45455,Non-POC,20,9,3118,1,388,19,3,75,0,96,120,0,NA,3849
Alaska,2001,633714,9.57,0.83,0,63.05525837,6.99479576,0.725,1.899910685,3.4,2.67,8.5,NA,107.3813973,0.08097028,0.090067444,0.082652427,0.067225909,0.064931499,0.072597418,0.175164191,0.157725725,0.04568149,0.029499112,0.036827339,0.017733552,0.004479939,0.674211079,0.033966426,0.153343622,4.75419511,0.033682387,0.00275203,0.003402166,0.001402841,0.016295341,0.01334672,0.116662005,0.089931135,0.449798294,0.149533696,0.04677031,0.002927188,0.207500222,0.302711189,0.167624073,0.322164516,1.771,32870.12987,32500.19763,Non-POC,3,5,610,0,314,29,5,14,0,16,29,0,NA,1025
Arizona,2001,5273477,14.21,15.33,2.400124244,27.98571038,7.49637099,0.654,2.05215648,1.91,2.5,14.6,2.180724406,99.62618429,0.073628651,0.074463774,0.070468118,0.073650648,0.07037027,0.07157915,0.147510077,0.125989741,0.047666274,0.040387395,0.069956122,0.046141663,0.013462465,0.63363792,0.030142352,0.045104587,1.99998976,0.244290626,0.003572595,0.00646196,0.001912969,0.017326995,0.123250335,0.09800023,0.150358616,0.840520804,0.189857246,0.01190941,0.002967681,0.204645038,0.267191859,0.228466374,0.299696729,1.771,27220.21457,25962.23715,Non-POC,10,19,1025,1,0,6,0,26,1,0,0,0,NA,1088
Arkansas,2001,2691571,9.9,0.73,2.312775699,61.69705351,7.578377089,0.615,2.116979266,2.61,1.74,17.8,NA,95.48830842,0.068435126,0.072375947,0.072764196,0.070909517,0.063723008,0.065674656,0.146766331,0.134951669,0.052836057,0.044775338,0.073655126,0.048240972,0.017263895,0.78200798,0.15616233,0.006415213,0.875362381,0.03293727,0.001315589,0.000659095,0.000382305,0.034653764,0.012086997,0.087965081,0.036016486,0.475014833,0.163333383,0.010798526,0.00056807,0.159812656,0.36824612,0.245457982,0.226483243,1.771,23872.95313,23255.26482,Non-POC,17,14,2101,1,436,77,8,118,0,57,146,0,NA,2975
California,2001,34479458,10.93,6.07,6.852514909,24.78487336,7.403355354,0.671,2.132168087,3.69,2.2,12.6,0.469844973,99.36980112,0.077470301,0.077404552,0.072059746,0.072521993,0.072848042,0.078964118,0.159988507,0.13150665,0.044680314,0.034451354,0.055043702,0.038183373,0.012680797,0.464919344,0.0643214,0.005277838,11.61196037,0.309045287,0.005332247,0.006915306,0.004149195,0.025052467,0.162009165,0.064805112,0.270375017,0.983020346,0.164145556,0.019195313,0.004724465,0.243963371,0.230487275,0.242507167,0.283042187,1.771,34090.90909,33139.99209,POC,0,1,118,0,0,0,0,1,0,0,0,0,NA,120
Colorado,2001,4425687,5.14,15.05,0,78.78912359,7.559271589,0.715,2.499950855,1.72,2.78,8.7,2.101368669,101.5610931,0.069643199,0.07237769,0.07209231,0.073103227,0.074171987,0.078266493,0.166748123,0.146705585,0.046574464,0.034315576,0.051865846,0.033071702,0.011192387,0.740462441,0.037436222,0.006845265,2.397300125,0.164212245,0.003173293,0.005060457,0.001309853,0.024986935,0.070417879,0.089264502,0.110064742,0.868061111,0.121535621,0.014300605,0.003226618,0.297820359,0.244594784,0.178120412,0.279464446,1.771,35246.75325,33923.6917,POC,0,1,3818,0,0,4,0,1,0,0,0,0,NA,3824
Connecticut,2001,3432835,4.81,5.43,19.25347417,26.1268019,7.607639167,0.674,2.321987512,1.98,2.19,7.3,1.543913413,94.05961359,0.069959086,0.072404296,0.06581499,0.055236852,0.05590627,0.071478821,0.169010453,0.145774265,0.05373343,0.03937154,0.066576751,0.051342112,0.019278526,0.772562911,0.089785556,0.002180705,2.663716724,0.084837459,0.00957605,0.001148905,0.000880031,0.050504111,0.038149661,0.08919671,0.124071274,0.956767606,0.174885907,0.010338102,0.002053114,0.290486484,0.313933502,0.170764476,0.224815537,1.771,43696.21683,43995.10672,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
Delaware,2001,795699,5.6,10.04,0,20.88603856,7.600952119,0.697,3.417121298,3.1,2.94,6.7,NA,94.38156683,0.068587494,0.071509453,0.071157561,0.068837588,0.061503156,0.071719331,0.160720323,0.137694028,0.051226657,0.042077469,0.071403885,0.044935334,0.013654661,0.718154729,0.193206225,0.003146919,2.26530384,0.042942118,0.005652891,0.001137365,0.000536635,0.066908905,0.023246774,0.103883643,0.072181979,0.836654791,0.201039056,0.011427688,0.001142392,0.249935615,0.311629582,0.207426262,0.231008542,1.771,33993.78882,35853.77075,Non-POC,1,1,221,0,39,5,0,2,0,2,4,0,NA,275
Florida,2001,16356966,8.44,11.52,0,18.54842762,7.782888342,0.632,2.562883606,2.15,2.54,12.7,1.986921046,95.35893472,0.062265154,0.066897859,0.063628548,0.060815068,0.059370362,0.067289863,0.154064635,0.133708232,0.052691923,0.046842122,0.089001591,0.063750209,0.020495427,0.64804512,0.146425321,0.002716946,1.828841608,0.164347227,0.006924206,0.001179987,0.000788349,0.065696273,0.076878069,0.0985535,0.210011243,0.946664198,0.193066233,0.009573719,0.001710708,0.214924287,0.311522584,0.216657264,0.256895866,1.771,30574.25184,29461.66008,POC,2,1,366,0,78,44,0,20,0,8,19,0,NA,538
Georgia,2001,8377038,12.76,11.91,4.060862563,38.8587231,7.432896926,0.684,4.140962474,2.06,2.11,12.9,1.325050692,96.82140858,0.072992626,0.075163083,0.072151995,0.07416834,0.074489217,0.080202931,0.163799543,0.135533586,0.046935683,0.035677288,0.052895785,0.032045694,0.010559938,0.620237965,0.287383918,0.002229308,2.337353609,0.051476548,0.003837395,0.00096299,0.000647126,0.112915077,0.019131025,0.077701136,0.05939702,0.734269165,0.195838017,0.008983008,0.000868207,0.215605529,0.321055195,0.227118111,0.236221166,1.771,29594.01468,28870.48221,Non-POC,5,14,2369,1,2,10,0,13,0,0,0,0,NA,2414
Hawaii,2001,1225948,17.17,4.47,6.081824025,6.088349587,7.398772215,0.673,2.593095303,1.41,2.28,11.4,NA,101.2426357,0.067347065,0.069234584,0.066594994,0.072103384,0.066533817,0.07095978,0.153930672,0.144673347,0.052712676,0.03931896,0.069203588,0.048782656,0.015286945,0.232333672,0.01856604,0.002257029,49.80863789,0.026810273,0.001798608,0.001110977,0.016101825,0.009397272,0.010050186,0.083448607,0.194339778,0.744449458,0.176006266,0.17416481,0.028770388,0.242710672,0.309283779,0.14828041,0.299725139,1.771,29648.22134,29626.95652,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
Idaho,2001,1319962,3.52,0.94,3.868293178,57.12285657,7.343696258,0.699,1.997784785,2.05,2.3,11.5,NA,100.5890193,0.07615598,0.080713687,0.084855473,0.074552904,0.063244245,0.065471582,0.145651163,0.135542538,0.047527883,0.037847302,0.058576686,0.040123882,0.014066314,0.878280587,0.004199363,0.012237474,1.056469807,0.077287073,0.000787144,0.002280369,0.000632594,0.000633079,0.019055999,0.10471897,0.050422033,0.341606158,0.11989905,0.012088984,0.001641714,0.172082237,0.321472806,0.198162545,0.308282411,1.771,26075.09881,25030.74308,Non-POC,3,12,824,0,366,69,5,30,0,26,52,0,NA,1387
Illinois,2001,12488445,13.78,5.91,24.63188972,37.0504094,7.53355682,0.686,2.944642027,2.84,2.28,10.1,2.62642787,96.03730855,0.073004766,0.073693803,0.071843532,0.069739667,0.069242248,0.073967335,0.157562851,0.135603432,0.047415511,0.037755781,0.061238449,0.043328533,0.015624283,0.675644726,0.149406191,0.001506192,3.632950299,0.121118202,0.003159801,0.001737606,0.000958726,0.067870559,0.056915945,0.072617656,0.121536346,0.832504919,0.189185096,0.008872201,0.001266851,0.235632026,0.305522647,0.191341599,0.267503727,1.771,33754.94071,33381.13043,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
Indiana,2001,6127760,11.12,10.15,16.83225192,31.94968471,7.555979673,0.678,1.817466742,2.13,1.96,8.5,0.456936956,96.39261858,0.071460044,0.073522135,0.074044839,0.071888423,0.064162271,0.069310972,0.155293288,0.138984556,0.049026235,0.039523252,0.064138609,0.044016411,0.015233462,0.854856587,0.084496782,0.002282074,1.077555257,0.03520177,0.0014684,0.000580147,0.000358206,0.037123887,0.005223181,0.09360306,0.028690056,0.594329733,0.172593861,0.009325594,0.000654889,0.185433652,0.356550948,0.211552788,0.246462611,1.771,28652.17391,27847.58893,Non-POC,2,6,1082,0,68,72,0,49,0,13,38,0,NA,1330
Iowa,2001,2931997,0.27,7.15,16.26229495,30.57915816,7.640307954,0.72,1.747955404,1.84,1.99,7.4,NA,96.47675012,0.067535199,0.072058055,0.077544759,0.070639909,0.057931164,0.063646723,0.148984463,0.139434658,0.04835612,0.041088378,0.071411737,0.054681161,0.022530719,0.923239007,0.021656912,0.002796729,1.344987734,0.028662717,0.000696795,0.000604707,0.000282742,0.010543298,0.007118778,0.091121961,0.048113112,0.464439042,0.128922646,0.008001372,0.000609141,0.207504464,0.344218231,0.178720515,0.26955679,1.771,28367.02428,27506.3004,Partial-Permit,1,2,397,1,184,44,0,17,0,5,44,0,NA,695
Kansas,2001,2702162,8.14,8.09,0,35.30802372,7.454190385,0.69,2.594959148,1.67,1.8,10.1,NA,97.82058997,0.071383211,0.075502875,0.078872399,0.072219578,0.061609926,0.065505695,0.152618533,0.137263421,0.046332529,0.037300502,0.064360686,0.047978619,0.019260133,0.826777965,0.056704964,0.00839809,1.897073529,0.068900384,0.00194881,0.001492509,0.000553261,0.016793217,0.018232559,0.109608119,0.05927503,0.609289778,0.129455693,0.014866984,0.001386297,0.237885775,0.299009795,0.181342929,0.281761502,1.771,29788.81988,28317.2253,Non-POC,2,6,530,0,266,57,1,41,0,12,51,0,NA,966
Kentucky,2001,4068132,8.18,13.49,0,58.74833953,7.635892837,0.63,2.005834619,1.85,1.63,12.6,0.737439198,95.87793368,0.067490435,0.069545433,0.070132926,0.072646119,0.066006216,0.070898879,0.156667237,0.142328469,0.051443267,0.042530577,0.067438815,0.042804904,0.014422098,0.890688896,0.073752277,0.002029678,0.821777661,0.014568357,0.00098104,0.000278015,0.000252942,0.023169104,0.009341873,0.088011026,0.026917957,0.427868521,0.174591562,0.008802566,0.000428452,0.175433446,0.336508297,0.255499793,0.232558464,1.771,25732.91925,24921.8419,Non-POC,15,9,1674,1,257,874,8,66,1,72,287,0,NA,3264
Louisiana,2001,4477875,16.65,13,0,39.70075091,7.361598973,0.615,3.75870251,3.55,2.41,16.2,0.893280853,94.01008551,0.072687826,0.077308545,0.080550708,0.076161126,0.063640901,0.067495631,0.152190715,0.13656165,0.047786059,0.038996846,0.062919577,0.039939704,0.013021578,0.623733356,0.324359657,0.005580325,1.294564944,0.021952377,0.002629819,0.000443737,0.000291656,0.134708842,0.006243423,0.090158871,0.021315301,0.806356137,0.269252422,0.00742897,0.000634453,0.17162457,0.330352443,0.24518109,0.252841896,1.771,25120.83569,24836.27668,Non-POC,15,6,2809,4,202,177,5,100,0,42,125,0,NA,3485
Maine,2001,1285692,17.17,10.09,0,38.90434101,7.814235447,0.671,1.744585795,0.64,2.28,10.3,NA,94.90310874,0.062772421,0.072116806,0.071356904,0.055749744,0.052965251,0.065933365,0.164303737,0.156793384,0.05555763,0.043658979,0.074841408,0.050629544,0.018549544,0.963940042,0.005912769,0.005564319,0.784946939,0.006985343,0.000456563,0.000220115,0.000162558,0.000626574,0,0.122461003,0.032146389,0.410071168,0.188494033,0.008574371,0.00033445,0.191435176,0.358254786,0.188192672,0.262117366,1.771,28278.93845,27981.77075,Non-POC,2,1,233,1,44,11,2,9,0,7,7,0,NA,317
Maryland,2001,5374691,14.74,5.96,5.584321034,15.50731009,7.534565243,0.701,2.825464757,1.96,2.11,7.2,2.139657889,93.34366717,0.071049852,0.075249907,0.067898229,0.061546608,0.061713129,0.074754995,0.170935222,0.146754855,0.051884471,0.038968938,0.060054801,0.040313387,0.012857297,0.614656917,0.280560129,0.002562194,4.26787326,0.039248582,0.004781112,0.000876702,0.000620129,0.107783994,0.026545528,0.104520451,0.103259437,0.92122924,0.172981652,0.012776362,0.001239141,0.312781379,0.286067792,0.186595482,0.214555347,1.771,36818.74647,36018.09486,Partial-Purchase,1,8,1236,0,20,43,0,24,0,9,38,0,NA,1379
Massachusetts,2001,6397634,1.36,0.11,5.438260457,10.41556926,7.772496832,0.68,2.659889578,0.41,2.44,8.9,3.266832707,93.13221438,0.06575806,0.068950646,0.066551478,0.065142989,0.06578557,0.076044363,0.165754871,0.141930439,0.050378624,0.037884943,0.065812142,0.049726352,0.018471516,0.8202709,0.055674332,0.001897577,4.116115426,0.057177075,0.00996806,0.001079149,0.00087548,0.034899696,0.038333648,0.089993482,0.14453342,0.963594533,0.159897506,0.009850829,0.002045444,0.283076739,0.288688115,0.192407699,0.235827446,1.771,39774.1389,38784.37945,Non-POC,0,4,120,0,0,8,0,7,0,25,4,0,NA,168
